Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,UPC,Star_rating
"ONIDA 7 kg Washer only White, Maroon",https://www.flipkart.com/onida-7-kg-washer-only-white-maroon/p/itmew5ztn9hczxyv?pid=WMNEW5ZTY6V5BFYR,ONIDA,5790,6290,7,13319,1813,Washer only,WMNEW5ZTY6V5BFYR,4.3
BOSCH 6 kg Fully Automatic Front Load White,https://www.flipkart.com/bosch-6-kg-fully-automatic-front-load-white/p/itmf9ph5rwfwcggs?pid=WMNF9PH5MHJZXSQ6,BOSCH,21490,25999,17,48,4,Fully Automatic Front Load,WMNF9PH5MHJZXSQ6,4.3
BOSCH 6 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/bosch-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmetve4tgajygwm?pid=WMNETVE44HJSZJ4U,BOSCH,31900,31990,0,177,26,Fully Automatic Front Load,WMNETVE44HJSZJ4U,4.3
LG 6.5 kg Fully Automatic Top Load Black,https://www.flipkart.com/lg-6-5-kg-fully-automatic-top-load-black/p/itmf3j42x28hhzb4?pid=WMNF3A6NT7RFQVNU,LG,22990,25190,8,15,2,Fully Automatic Top Load,WMNF3A6NT7RFQVNU,4.1
SAMSUNG 6 kg 5 star Inverter Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/samsung-6-kg-5-star-inverter-fully-automatic-front-load-in-built-heater-white/p/itm2ee8237807ed7?pid=WMNFP6FWBB4AMHYJ,SAMSUNG,22490,26500,15,5696,705,Fully Automatic Front Load,WMNFP6FWBB4AMHYJ,4.4
Godrej 6 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-kg-fully-automatic-top-load-grey/p/itm51ccd2b525f6c?pid=WMNFU2TCQZYW7WRF,Godrej,12990,16500,21,7533,868,Fully Automatic Top Load,WMNFU2TCQZYW7WRF,4.2
LG 7 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/lg-7-kg-fully-automatic-front-load-in-built-heater-silver/p/itm9ff3957eced6b?pid=WMNFTPBYPZUUFJUR,LG,34990,44990,22,26,2,Fully Automatic Front Load,WMNFTPBYPZUUFJUR,4.2
LG 6.2 kg with Smart Inverter Fully Automatic Top Load White,https://www.flipkart.com/lg-6-2-kg-smart-inverter-fully-automatic-top-load-white/p/itm321e7da150a9c?pid=WMNFR3ZNFXSQ9ZKM,LG,17129,18490,7,30,1,Fully Automatic Top Load,WMNFR3ZNFXSQ9ZKM,4.6
Panasonic 6 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey,https://www.flipkart.com/panasonic-6-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itm909929dc404cc?pid=WMNFSNKN2K2ZAAYH,Panasonic,13490,16700,19,5769,922,Fully Automatic Top Load,WMNFSNKN2K2ZAAYH,4.4
IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm5f9e641100f09?pid=WMNFJY5UCJHHFQWC,IFB,28390,31090,8,388,38,Fully Automatic Front Load,WMNFJY5UCJHHFQWC,4.2
Whirlpool 7 kg Semi Automatic Top Load Red,https://www.flipkart.com/whirlpool-7-kg-semi-automatic-top-load-red/p/itmf7hghnkpebvhh?pid=WMNETNHBHTJZ44AK,Whirlpool,10250,11950,14,2344,331,Semi Automatic Top Load,WMNETNHBHTJZ44AK,4.4
Haier 7 kg Fully Automatic Top Load Grey,https://www.flipkart.com/haier-7-kg-fully-automatic-top-load-grey/p/itmf305c0c1d7ef2?pid=WMNGFGEXFV7UVKFM,Haier,16990,24450,30,0,0,Fully Automatic Top Load,WMNGFGEXFV7UVKFM,0
Midea 7.5 kg One Touch AI Wash Fully Automatic Top Load Grey,https://www.flipkart.com/midea-7-5-kg-one-touch-ai-wash-fully-automatic-top-load-grey/p/itmffg7revjj5ms6?pid=WMNFFG7RWU4SGGPZ,Midea,14490,16790,13,683,101,Fully Automatic Top Load,WMNFFG7RWU4SGGPZ,4.2
MOTOROLA 8 kg Smart Wi-Fi Enabled Inverter Technology Fully Automatic Top Load Grey,https://www.flipkart.com/motorola-8-kg-smart-wi-fi-enabled-inverter-technology-fully-automatic-top-load-grey/p/itma7073b8192931?pid=WMNFSMEAFXWHSTGN,Motorola,21490,32499,33,1561,281,Fully Automatic Top Load,WMNFSMEAFXWHSTGN,4.2
"Panasonic 6.5 kg 5 star Semi Automatic Top Load White, Blue",https://www.flipkart.com/panasonic-6-5-kg-5-star-semi-automatic-top-load-white-blue/p/itm58d9c33df776c?pid=WMNFRZ46ERAXSUVD,Panasonic,8690,11000,21,10300,1598,Semi Automatic Top Load,WMNFRZ46ERAXSUVD,4.2
Lloyd 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/lloyd-6-5-kg-fully-automatic-top-load-grey/p/itm09407fe2dd9f0?pid=WMNFRGHSEMZ8HVNH,Lloyd,13390,18490,27,4,0,Fully Automatic Top Load,WMNFRGHSEMZ8HVNH,4.5
Godrej 6.5 kg Fully Automatic Top Load Blue,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-blue/p/itmf5r3de3y96hzh?pid=WMNF5R3DEMWVETZQ,Godrej,18990,23040,17,146,16,Fully Automatic Top Load,WMNF5R3DEMWVETZQ,4.3
Panasonic 7 kg Fully Automatic Top Load Silver,https://www.flipkart.com/panasonic-7-kg-fully-automatic-top-load-silver/p/itmf14020e61e9e7?pid=WMNGFGHP97WHDSUH,Panasonic,18622,20500,9,0,0,Fully Automatic Top Load,WMNGFGHP97WHDSUH,0
Whirlpool 7.5 kg 5 Star Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-5-kg-5-star-fully-automatic-top-load-grey/p/itm47dfb57a98f04?pid=WMNFNVCSB8V8VQTA,Whirlpool,22990,26800,14,423,39,Fully Automatic Top Load,WMNFNVCSB8V8VQTA,4.2
BOSCH 7 kg Fully Automatic Front Load Grey,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-grey/p/itmfgh56mjhfpbpe?pid=WMNFGH56XPSGGK7Q,BOSCH,32300,38999,17,48,4,Fully Automatic Front Load,WMNFGH56XPSGGK7Q,4.3
"Godrej 7 kg Semi Automatic Top Load Red, White",https://www.flipkart.com/godrej-7-kg-semi-automatic-top-load-red-white/p/itm355fcb14a719e?pid=WMNFZPE8RX9BYWGZ,Godrej,9390,12000,21,1332,144,Semi Automatic Top Load,WMNFZPE8RX9BYWGZ,4.3
SAMSUNG 6.2 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-6-2-kg-fully-automatic-top-load-silver/p/itmf3xzncnd4wgrg?pid=WMNEWGGRDRK9GH4G,SAMSUNG,16630,19100,12,190,29,Fully Automatic Top Load,WMNEWGGRDRK9GH4G,4.3
BOSCH 7 kg Fully Automatic Top Load Silver,https://www.flipkart.com/bosch-7-kg-fully-automatic-top-load-silver/p/itmf6srzxtyxfxh3?pid=WMNF6SRZJYFUEHVF,BOSCH,20990,23600,11,75,9,Fully Automatic Top Load,WMNF6SRZJYFUEHVF,4.5
LG 8 kg Inverter with Allergy Care Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-8-kg-inverter-allergy-care-fully-automatic-front-load-in-built-heater-white/p/itmf6eg4zvdchjhw?pid=WMNF6EG48CWU4Q5H,LG,36799,42990,14,343,53,Fully Automatic Front Load,WMNF6EG48CWU4Q5H,4.3
Godrej 6 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-kg-fully-automatic-top-load-grey/p/itm51ccd2b525f6c?pid=WMNFU2TCQZYW7WRF,Godrej,12990,16500,21,7535,868,Fully Automatic Top Load,WMNFU2TCQZYW7WRF,4.2
"Whirlpool 8 kg 5 Star, Supersoak Technology Semi Automatic Top Load Purple",https://www.flipkart.com/whirlpool-8-kg-5-star-supersoak-technology-semi-automatic-top-load-purple/p/itmf7nvwrycfygsb?pid=WMNEN6A2GJYRHTHF,Whirlpool,12239,12990,5,4701,599,Semi Automatic Top Load,WMNEN6A2GJYRHTHF,4.3
IFB 7 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/ifb-7-kg-fully-automatic-front-load-in-built-heater-silver/p/itm43a7b3ecaf9ab?pid=WMNFU5UDXXJQ3QHZ,IFB,31499,33990,7,36,3,Fully Automatic Front Load,WMNFU5UDXXJQ3QHZ,4.2
SAMSUNG 8 kg Fully Automatic Front Load with In-built Heater Grey,https://www.flipkart.com/samsung-8-kg-fully-automatic-front-load-in-built-heater-grey/p/itmfdv6ggryw7hsh?pid=WMNFDV6GHT8HPZEU,SAMSUNG,42990,50700,15,10,0,Fully Automatic Front Load,WMNFDV6GHT8HPZEU,4.2
SAMSUNG 6 kg 5 star Inverter Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/samsung-6-kg-5-star-inverter-fully-automatic-front-load-in-built-heater-white/p/itm2ee8237807ed7?pid=WMNFP6FWBB4AMHYJ,SAMSUNG,22490,26500,15,5703,706,Fully Automatic Front Load,WMNFP6FWBB4AMHYJ,4.4
Whirlpool 6.2 kg Turbo Scrub Technology Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-6-2-kg-turbo-scrub-technology-semi-automatic-top-load-grey/p/itmb22cb0a9ed423?pid=WMNE7KTHGYUNR5YF,Whirlpool,8790,10650,17,11087,1474,Semi Automatic Top Load,WMNE7KTHGYUNR5YF,4.4
Whirlpool 8.5 kg Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-8-5-kg-semi-automatic-top-load-grey/p/itm697b8c0b6c583?pid=WMNFZKEH45PYEZ56,Whirlpool,14740,16550,10,1213,117,Semi Automatic Top Load,WMNFZKEH45PYEZ56,4.3
Whirlpool 7.5 kg Fully Automatic Top Load with In-built Heater Grey,https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-in-built-heater-grey/p/itm2260024b36346?pid=WMNGY27GQGHW86US,Whirlpool,17499,23800,26,0,0,Fully Automatic Top Load,WMNGY27GQGHW86US,0
Midea 8.5/6 kg Smart Sensor Washer with Dryer with In-built Heater White,https://www.flipkart.com/midea-8-5-6-kg-smart-sensor-washer-dryer-in-built-heater-white/p/itmffg7rvufveqfh?pid=WMNFFG7RGBYKEZNF,Midea,36990,44390,16,15667,2907,Washer with Dryer,WMNFFG7RGBYKEZNF,4.3
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmfgu8vsw2zg4nu?pid=WMNFJY5UKSHFCFVR,IFB,32490,38790,16,179,22,Fully Automatic Front Load,WMNFJY5UKSHFCFVR,4.3
Panasonic 6 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey,https://www.flipkart.com/panasonic-6-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itm909929dc404cc?pid=WMNFSNKN2K2ZAAYH,Panasonic,13490,16700,19,5761,919,Fully Automatic Top Load,WMNFSNKN2K2ZAAYH,4.4
"Galanz 9 kg Quick Wash, Inverter Fully Automatic Front Load with In-built Heater White",https://www.flipkart.com/galanz-9-kg-quick-wash-inverter-fully-automatic-front-load-in-built-heater-white/p/itm978953b5dcea6?pid=WMNFNMDBNHCRRZ8V,Galanz,30990,43990,29,344,77,Fully Automatic Front Load,WMNFNMDBNHCRRZ8V,4.1
BOSCH 8 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-8-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itm10d89a1e3c2de?pid=WMNFVYNAUB45DJ8V,BOSCH,35945,44199,18,1486,195,Fully Automatic Front Load,WMNFVYNAUB45DJ8V,4.3
Voltas Beko 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/voltas-beko-6-2-kg-fully-automatic-top-load-grey/p/itm407c34bc760e4?pid=WMNFTY4T7ECXFFGX,Voltas,14990,19990,25,85,9,Fully Automatic Top Load,WMNFTY4T7ECXFFGX,4.2
"Panasonic 6.5 kg 5 star Semi Automatic Top Load White, Blue",https://www.flipkart.com/panasonic-6-5-kg-5-star-semi-automatic-top-load-white-blue/p/itm58d9c33df776c?pid=WMNFRZ46ERAXSUVD,Panasonic,8690,11000,21,10298,1597,Semi Automatic Top Load,WMNFRZ46ERAXSUVD,4.2
SAMSUNG 6 kg Fully Automatic Front Load Grey,https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-grey/p/itm051b24d0ad7f8?pid=WMNFQNFMFGTFYAZA,SAMSUNG,28990,35150,17,7,2,Fully Automatic Front Load,WMNFQNFMFGTFYAZA,4.4
SAMSUNG 8 kg Inverter with Ecobubble Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/samsung-8-kg-inverter-ecobubble-fully-automatic-front-load-in-built-heater-white/p/itmf6ty5bxjrtj8y?pid=WMNF6TY5SRWMHJYY,SAMSUNG,34500,35100,1,2015,270,Fully Automatic Front Load,WMNF6TY5SRWMHJYY,4.4
"Haier 7 kg Semi Automatic Top Load Black, White",https://www.flipkart.com/haier-7-kg-semi-automatic-top-load-black-white/p/itmfgxnxjkwnngyj?pid=WMNFZFYAG4G7CWBF,Haier,10699,11500,6,364,41,Semi Automatic Top Load,WMNFZFYAG4G7CWBF,4.2
IFB 6 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/ifb-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmdy9svmra86qsu?pid=WMNDY9RWCFTDBHH4,IFB,29649,29690,0,826,116,Fully Automatic Front Load,WMNDY9RWCFTDBHH4,4.3
Panasonic 8 kg Semi Automatic Top Load Blue,https://www.flipkart.com/panasonic-8-kg-semi-automatic-top-load-blue/p/itmeenmzczjzdaet?pid=WMNEENMZGTQFGZK4,Panasonic,11949,15900,24,149,17,Semi Automatic Top Load,WMNEENMZGTQFGZK4,4.1
Whirlpool 7.5 kg 5 Star Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-5-kg-5-star-fully-automatic-top-load-grey/p/itm47dfb57a98f04?pid=WMNFNVCSB8V8VQTA,Whirlpool,22990,26800,14,422,39,Fully Automatic Top Load,WMNFNVCSB8V8VQTA,4.2
LG 10 kg 5 Star Rating Fully Automatic Top Load Silver,https://www.flipkart.com/lg-10-kg-5-star-rating-fully-automatic-top-load-silver/p/itmf3c4643bc4356?pid=WMNFKPT2KDNFUVCY,LG,31990,35990,11,115,11,Fully Automatic Top Load,WMNFKPT2KDNFUVCY,4.4
MOTOROLA 8 kg Dryer with In-built Heater White,https://www.flipkart.com/motorola-8-kg-dryer-in-built-heater-white/p/itmbd8f4e7528ec0?pid=WMNFSGRXWKGNAQHM,Motorola,26490,40499,34,0,0,Dryer,WMNFSGRXWKGNAQHM,0
LG 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-6-kg-fully-automatic-front-load-in-built-heater-white/p/itm5ae278ac8a687?pid=WMNFTW2TDH2QAZRZ,LG,28128,34990,19,27,5,Fully Automatic Front Load,WMNFTW2TDH2QAZRZ,4.5
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15490,18700,17,318,39,Semi Automatic Top Load,WMNFGGS8J8WGW6PS,4.5
Lifelong 5 kg Fully Automatic Top Load White,https://www.flipkart.com/lifelong-5-kg-fully-automatic-top-load-white/p/itm3f131f1995792?pid=WMNFTXBVXFKSUAQZ,Lifelong,8490,15999,46,50,9,Fully Automatic Top Load,WMNFTXBVXFKSUAQZ,4.1
"SAMSUNG 6.5 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/samsung-6-5-kg-semi-automatic-top-load-white-grey/p/itm85f8a60f7dd25?pid=WMNFPVWGP7CSCQFS,SAMSUNG,10600,10800,1,37,6,Semi Automatic Top Load,WMNFPVWGP7CSCQFS,4.2
SAMSUNG 7.5 kg Fully Automatic Top Load Maroon,https://www.flipkart.com/samsung-7-5-kg-fully-automatic-top-load-maroon/p/itmd443b263bbe22?pid=WMNFVTYHY5RFCZ9X,SAMSUNG,19794,24100,17,9,0,Fully Automatic Top Load,WMNFVTYHY5RFCZ9X,4
SAMSUNG 9 kg 5 Rating Fully Automatic Front Load Grey,https://www.flipkart.com/samsung-9-kg-5-rating-fully-automatic-front-load-grey/p/itm57c32576bd231?pid=WMNGFGJ2ZGKHURPY,SAMSUNG,44000,51300,14,0,0,Fully Automatic Front Load,WMNGFGJ2ZGKHURPY,0
BOSCH 6.5 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-6-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmektzyncrhqexr?pid=WMNEKTZYY7SEAHTG,BOSCH,29990,30850,2,317,58,Fully Automatic Front Load,WMNEKTZYY7SEAHTG,4.3
Godrej 6 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-kg-fully-automatic-top-load-grey/p/itm51ccd2b525f6c?pid=WMNFU2TCQZYW7WRF,Godrej,12990,16500,21,7533,868,Fully Automatic Top Load,WMNFU2TCQZYW7WRF,4.2
"Haier 9 kg Semi Automatic Top Load White, Pink",https://www.flipkart.com/haier-9-kg-semi-automatic-top-load-white-pink/p/itmc62aab393bc9d?pid=WMNFNH59QXQU9ZXZ,Haier,13690,15750,13,50,5,Semi Automatic Top Load,WMNFNH59QXQU9ZXZ,4.2
BOSCH 8 kg Inverter ExpressWash Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-8-kg-inverter-expresswash-fully-automatic-front-load-in-built-heater-white/p/itmf6v4afrgv4xgd?pid=WMNF6V4ACGUDVYBZ,BOSCH,34999,38450,8,5586,757,Fully Automatic Front Load,WMNF6V4ACGUDVYBZ,4.4
"TOSHIBA 7 kg I-clean, 15-Minute Quick Wash, GREATWAVES Technology Fully Automatic Top Load White",https://www.flipkart.com/toshiba-7-kg-i-clean-15-minute-quick-wash-greatwaves-technology-fully-automatic-top-load-white/p/itm873ad3a2e4f8c?pid=WMNFSTYAZ2ARRFCY,TOSHIBA,21390,23390,8,3,0,Fully Automatic Top Load,WMNFSTYAZ2ARRFCY,5
Panasonic 6 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey,https://www.flipkart.com/panasonic-6-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itm909929dc404cc?pid=WMNFSNKN2K2ZAAYH,Panasonic,13490,16700,19,5769,922,Fully Automatic Top Load,WMNFSNKN2K2ZAAYH,4.4
SAMSUNG 6.5 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver/p/itmc7d3313b5c18e?pid=WMNFU5XFAYWHH32T,SAMSUNG,16600,20600,19,12,1,Fully Automatic Top Load,WMNFU5XFAYWHH32T,4.3
Panasonic 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/panasonic-6-2-kg-fully-automatic-top-load-grey/p/itmdy9svgvmhcfgd?pid=WMNDY9RWHKHTS4DG,Panasonic,12990,17240,24,5769,922,Fully Automatic Top Load,WMNDY9RWHKHTS4DG,4.4
"Galanz 9 kg Quick Wash, Inverter Fully Automatic Front Load with In-built Heater Silver",https://www.flipkart.com/galanz-9-kg-quick-wash-inverter-fully-automatic-front-load-in-built-heater-silver/p/itm978953b5dcea6?pid=WMNFNMDBCYV5SHR7,Galanz,31990,46990,31,346,78,Fully Automatic Front Load,WMNFNMDBCYV5SHR7,4.1
Sansui 8 kg Even Wash Technology Fully Automatic Top Load White,https://www.flipkart.com/sansui-8-kg-even-wash-technology-fully-automatic-top-load-white/p/itmf47a755e3d9eb?pid=WMNFKZZGQYKBJQ5V,Sansui,14490,23990,39,655,94,Fully Automatic Top Load,WMNFKZZGQYKBJQ5V,4.1
Whirlpool 6.5 kg Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-6-5-kg-semi-automatic-top-load-grey/p/itmcc30cd568e522?pid=WMNFZKEHNV5R8PBH,Whirlpool,9290,11550,19,55,4,Semi Automatic Top Load,WMNFZKEHNV5R8PBH,4.3
